clave_metropoli,tipo,nombre,clave_entidad,entidad,clave_municipio,clave_compuesta_municipio,municipio,centrales_conurbacion_fisica,centrales_integracion_funcional,centrales_capital_200khab,centrales_0100khab,centrales_50khab,exteriores_integracion_funcional,exteriores_continuidad_geografica,entidad_etq
26.2.03,Metrópoli municipal,Hermosillo,26,Sonora,30,26030,Hermosillo,False,False,True,False,False,False,False,Sonora
26.2.04,Metrópoli municipal,Nogales,26,Sonora,43,26043,Nogales,False,False,True,False,False,False,False,Sonora
26.3.05,Zona conurbada,Caborca,26,Sonora,17,26017,Caborca,True,False,False,False,True,False,False,Sonora
26.3.05,Zona conurbada,Caborca,26,Sonora,47,26047,Pitiquito,False,False,False,False,False,True,False,Sonora
27.1.01,Zona metropolitana,Villahermosa,27,Tabasco,4,27004,Centro,True,False,False,True,False,False,False,Tabasco
27.1.01,Zona metropolitana,Villahermosa,27,Tabasco,13,27013,Nacajuca,True,False,False,True,False,False,False,Tabasco
28.1.01,Zona metropolitana,Reynosa,28,Tamaulipas,32,28032,Reynosa,False,True,False,True,False,False,False,Tamaulipas
28.1.01,Zona metropolitana,Reynosa,28,Tamaulipas,33,28033,Río Bravo,False,False,False,False,False,True,False,Tamaulipas
28.1.02,Zona metropolitana,Tampico,28,Tamaulipas,3,28003,Altamira,True,False,False,True,False,False,False,Tamaulipas
28.1.02,Zona metropolitana,Tampico,28,Tamaulipas,9,28009,Ciudad Madero,True,False,False,True,False,False,False,Tamaulipas
28.1.02,Zona metropolitana,Tampico,28,Tamaulipas,38,28038,Tampico,True,False,False,True,False,False,False,Tamaulipas
28.1.02,Zona metropolitana,Tampico,30,Veracruz de Ignacio de la Llave,123,30123,Pánuco,True,False,False,True,False,False,False,Veracruz
28.1.02,Zona metropolitana,Tampico,30,Veracruz de Ignacio de la Llave,133,30133,Pueblo Viejo,True,False,False,True,False,False,False,Veracruz
28.2.03,Metrópoli municipal,Ciudad Victoria,28,Tamaulipas,41,28041,Victoria,False,False,True,False,False,False,False,Tamaulipas
28.2.04,Metrópoli municipal,Matamoros,28,Tamaulipas,22,28022,Matamoros,False,False,True,False,False,False,False,Tamaulipas
28.2.05,Metrópoli municipal,Nuevo Laredo,28,Tamaulipas,27,28027,Nuevo Laredo,False,False,True,False,False,False,False,Tamaulipas
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,1,29001,Amaxac de Guerrero,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,2,29002,Apetatitlán de Antonio Carvajal,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,3,29003,Atlangatepec,False,False,False,False,False,False,True,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,5,29005,Apizaco,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,9,29009,Cuaxomulco,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,10,29010,Chiautempan,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,11,29011,Muñoz de Domingo Arenas,False,False,False,False,False,True,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,15,29015,Ixtacuixtla de Mariano Matamoros,False,False,False,False,False,True,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,18,29018,Contla de Juan Cuamatzi,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,24,29024,Panotla,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,26,29026,Santa Cruz Tlaxcala,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,31,29031,Tetla de la Solidaridad,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,33,29033,Tlaxcala,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,34,29034,Tlaxco,False,False,False,False,False,True,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,35,29035,Tocatlán,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,36,29036,Totolac,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,38,29038,Tzompantepec,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,39,29039,Xaloztoc,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,43,29043,Yauhquemehcan,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,48,29048,La Magdalena Tlaltelulco,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,49,29049,San Damián Texóloc,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,50,29050,San Francisco Tetlanohcan,True,False,False,True,False,False,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,56,29056,Santa Ana Nopalucan,False,False,False,False,False,True,False,Tlaxcala
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29,Tlaxcala,60,29060,Santa Isabel Xiloxoxtla,True,False,False,True,False,False,False,Tlaxcala
29.3.02,Zona conurbada,Huamantla,29,Tlaxcala,13,29013,Huamantla,False,True,False,False,True,False,False,Tlaxcala
29.3.02,Zona conurbada,Huamantla,29,Tlaxcala,16,29016,Ixtenco,False,False,False,False,False,True,False,Tlaxcala
30.1.01,Zona metropolitana,Coatzacoalcos,30,Veracruz de Ignacio de la Llave,39,30039,Coatzacoalcos,False,True,False,True,False,False,False,Veracruz
30.1.01,Zona metropolitana,Coatzacoalcos,30,Veracruz de Ignacio de la Llave,82,30082,Ixhuatlán del Sureste,False,False,False,False,False,True,False,Veracruz
30.1.01,Zona metropolitana,Coatzacoalcos,30,Veracruz de Ignacio de la Llave,206,30206,Nanchital de Lázaro Cárdenas del Río,False,False,False,False,False,True,False,Veracruz
30.1.02,Zona metropolitana,Córdoba,30,Veracruz de Ignacio de la Llave,14,30014,Amatlán de los Reyes,True,False,False,True,False,False,False,Veracruz
30.1.02,Zona metropolitana,Córdoba,30,Veracruz de Ignacio de la Llave,44,30044,Córdoba,True,False,False,True,False,False,False,Veracruz
30.1.02,Zona metropolitana,Córdoba,30,Veracruz de Ignacio de la Llave,68,30068,Fortín,True,False,False,True,False,False,False,Veracruz
30.1.02,Zona metropolitana,Córdoba,30,Veracruz de Ignacio de la Llave,113,30113,Naranjal,False,False,False,False,False,True,False,Veracruz
30.1.02,Zona metropolitana,Córdoba,30,Veracruz de Ignacio de la Llave,196,30196,Yanga,False,False,False,False,False,True,False,Veracruz
30.1.03,Zona metropolitana,Minatitlán,30,Veracruz de Ignacio de la Llave,48,30048,Cosoleacaque,True,False,False,True,False,False,False,Veracruz
30.1.03,Zona metropolitana,Minatitlán,30,Veracruz de Ignacio de la Llave,59,30059,Chinameca,False,False,False,False,False,False,True,Veracruz
30.1.03,Zona metropolitana,Minatitlán,30,Veracruz de Ignacio de la Llave,108,30108,Minatitlán,True,False,False,True,False,False,False,Veracruz
30.1.03,Zona metropolitana,Minatitlán,30,Veracruz de Ignacio de la Llave,120,30120,Oteapan,False,False,False,False,False,True,False,Veracruz
30.1.03,Zona metropolitana,Minatitlán,30,Veracruz de Ignacio de la Llave,199,30199,Zaragoza,False,False,False,False,False,True,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,6,30006,Acultzingo,False,False,False,False,False,True,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,30,30030,Camerino Z. Mendoza,True,False,False,True,False,False,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,74,30074,Huiloapan de Cuauhtémoc,True,False,False,True,False,False,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,81,30081,Ixhuatlancillo,True,False,False,True,False,False,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,85,30085,Ixtaczoquitlán,True,False,False,True,False,False,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,98,30098,Magdalena,False,False,False,False,False,True,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,99,30099,Maltrata,False,False,False,False,False,True,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,101,30101,Mariano Escobedo,True,False,False,True,False,False,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,115,30115,Nogales,True,False,False,True,False,False,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,118,30118,Orizaba,True,False,False,True,False,False,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,135,30135,Rafael Delgado,True,False,False,True,False,False,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,138,30138,Río Blanco,True,False,False,True,False,False,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,140,30140,San Andrés Tenejapan,False,False,False,False,False,True,False,Veracruz
30.1.04,Zona metropolitana,Orizaba,30,Veracruz de Ignacio de la Llave,185,30185,Tlilapan,True,False,False,True,False,False,False,Veracruz
30.1.05,Zona metropolitana,Poza Rica,30,Veracruz de Ignacio de la Llave,40,30040,Coatzintla,True,False,False,True,False,False,False,Veracruz
30.1.05,Zona metropolitana,Poza Rica,30,Veracruz de Ignacio de la Llave,131,30131,Poza Rica de Hidalgo,True,False,False,True,False,False,False,Veracruz
30.1.05,Zona metropolitana,Poza Rica,30,Veracruz de Ignacio de la Llave,175,30175,Tihuatlán,True,False,False,True,False,False,False,Veracruz
30.1.06,Zona metropolitana,Veracruz,30,Veracruz de Ignacio de la Llave,28,30028,Boca del Río,True,False,False,True,False,False,False,Veracruz
30.1.06,Zona metropolitana,Veracruz,30,Veracruz de Ignacio de la Llave,90,30090,Jamapa,False,False,False,False,False,True,False,Veracruz
30.1.06,Zona metropolitana,Veracruz,30,Veracruz de Ignacio de la Llave,100,30100,Manlio Fabio Altamirano,False,False,False,False,False,True,False,Veracruz
30.1.06,Zona metropolitana,Veracruz,30,Veracruz de Ignacio de la Llave,105,30105,Medellín de Bravo,False,False,False,False,False,True,False,Veracruz
30.1.06,Zona metropolitana,Veracruz,30,Veracruz de Ignacio de la Llave,193,30193,Veracruz,True,False,False,True,False,False,False,Veracruz
30.1.07,Zona metropolitana,Xalapa,30,Veracruz de Ignacio de la Llave,1,30001,Acajete,False,False,False,False,False,True,False,Veracruz
30.1.07,Zona metropolitana,Xalapa,30,Veracruz de Ignacio de la Llave,26,30026,Banderilla,True,False,False,True,False,False,False,Veracruz
30.1.07,Zona metropolitana,Xalapa,30,Veracruz de Ignacio de la Llave,36,30036,Coacoatzintla,False,False,False,False,False,True,False,Veracruz
30.1.07,Zona metropolitana,Xalapa,30,Veracruz de Ignacio de la Llave,38,30038,Coatepec,False,False,False,False,False,True,False,Veracruz
30.1.07,Zona metropolitana,Xalapa,30,Veracruz de Ignacio de la Llave,65,30065,Emiliano Zapata,True,False,False,True,False,False,False,Veracruz
30.1.07,Zona metropolitana,Xalapa,30,Veracruz de Ignacio de la Llave,87,30087,Xalapa,True,False,False,True,False,False,False,Veracruz
30.1.07,Zona metropolitana,Xalapa,30,Veracruz de Ignacio de la Llave,92,30092,Xico,False,False,False,False,False,True,False,Veracruz
30.1.07,Zona metropolitana,Xalapa,30,Veracruz de Ignacio de la Llave,93,30093,Jilotepec,False,False,False,False,False,True,False,Veracruz
30.1.07,Zona metropolitana,Xalapa,30,Veracruz de Ignacio de la Llave,136,30136,Rafael Lucio,False,False,False,False,False,True,False,Veracruz
30.1.07,Zona metropolitana,Xalapa,30,Veracruz de Ignacio de la Llave,182,30182,Tlalnelhuayocan,True,False,False,True,False,False,False,Veracruz
30.3.08,Zona conurbada,Acayucan,30,Veracruz de Ignacio de la Llave,3,30003,Acayucan,True,False,False,False,True,False,False,Veracruz
30.3.08,Zona conurbada,Acayucan,30,Veracruz de Ignacio de la Llave,116,30116,Oluta,False,False,False,False,False,True,False,Veracruz
30.3.08,Zona conurbada,Acayucan,30,Veracruz de Ignacio de la Llave,145,30145,Soconusco,True,False,False,False,True,False,False,Veracruz
31.1.01,Zona metropolitana,Mérida,31,Yucatán,2,31002,Acanceh,False,False,False,False,False,True,False,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,13,31013,Conkal,True,False,False,True,False,False,False,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,20,31020,Chicxulub Pueblo,False,False,False,False,False,False,True,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,38,31038,Hunucmá,False,False,False,False,False,True,False,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,39,31039,Ixil,False,False,False,False,False,True,False,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,41,31041,Kanasín,True,False,False,True,False,False,False,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,50,31050,Mérida,True,False,False,True,False,False,False,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,63,31063,Samahil,False,False,False,False,False,True,False,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,90,31090,Timucuy,False,False,False,False,False,True,False,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,93,31093,Tixkokob,False,False,False,False,False,True,False,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,95,31095,Tixpéhual,False,False,False,False,False,False,True,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,100,31100,Ucú,False,False,False,False,False,False,True,Yucatán
31.1.01,Zona metropolitana,Mérida,31,Yucatán,101,31101,Umán,True,False,False,True,False,False,False,Yucatán
31.3.02,Zona conurbada,Valladolid,31,Yucatán,21,31021,Chichimilá,False,False,False,False,False,False,True,Yucatán
31.3.02,Zona conurbada,Valladolid,31,Yucatán,99,31099,Uayma,False,False,False,False,False,False,True,Yucatán
31.3.02,Zona conurbada,Valladolid,31,Yucatán,102,31102,Valladolid,False,True,False,False,False,False,False,Yucatán
32.1.01,Zona metropolitana,Zacatecas-Guadalupe,32,Zacatecas,17,32017,Guadalupe,True,False,False,True,False,False,False,Zacatecas
32.1.01,Zona metropolitana,Zacatecas-Guadalupe,32,Zacatecas,32,32032,Morelos,False,False,False,False,False,True,False,Zacatecas
32.1.01,Zona metropolitana,Zacatecas-Guadalupe,32,Zacatecas,50,32050,Vetagrande,False,False,False,False,False,True,False,Zacatecas
32.1.01,Zona metropolitana,Zacatecas-Guadalupe,32,Zacatecas,56,32056,Zacatecas,True,False,False,True,False,False,False,Zacatecas
32.1.01,Zona metropolitana,Zacatecas-Guadalupe,32,Zacatecas,57,32057,Trancoso,False,False,False,False,False,True,False,Zacatecas
